Data,ID_Obra,Tipo_Obra,Material,Equipamento,Area_m2,Espessura_cm,Custo_Orcado_RS,Custo_Real_RS,Consumo_Diesel_L
2025-01-12,OBRA_84-3336,Concessionária/Rodovia,Binder,Vibroacabadora,3600,5.0,365343.92,375657.39,450.0
2025-02-11,OBRA_63-3375,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,12108,6.0,1571831.95,1641472.22,1816.2
2024-09-06,OBRA_24-2503,Concessionária/Rodovia,Binder,Fresadora,11145,5.0,1078326.95,1083487.92,1393.12
2024-11-18,OBRA_38-6165,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,4477,3.5,241743.5,249355.49,391.74
2025-06-09,OBRA_95-8104,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,5085,6.0,637150.54,610124.3,762.75
2024-04-26,OBRA_06-4443,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,5022,3.5,229388.02,236553.45,439.42
2025-01-22,OBRA_21-6475,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,14812,6.0,1489993.96,1511535.87,2221.8
2024-12-25,OBRA_99-2017,Concessionária/Rodovia,Binder,Fresadora,14394,4.0,1332365.9,1320384.33,1439.4
2024-05-30,OBRA_25-5937,Concessionária/Rodovia,Binder,Rolo Compactador,4066,5.0,388172.23,383748.06,508.25
2025-12-02,OBRA_60-3719,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,6696,3.5,374002.16,446662.37,585.9
2025-12-28,OBRA_56-5087,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,1447,3.0,74993.42,78459.89,108.52
2024-07-09,OBRA_30-7335,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,9231,3.5,534899.53,555996.72,807.71
2024-08-11,OBRA_91-7449,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,2589,3.5,132799.2,133250.16,226.54
2025-05-11,OBRA_86-8495,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,6576,3.0,350211.48,361222.02,493.2
2026-01-08,OBRA_86-1670,Concessionária/Rodovia,Binder,Caminhão Espargidor,11006,6.0,1077872.73,1491173.4,1650.9
2024-08-02,OBRA_75-8754,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,3257,3.0,165789.3,165647.65,244.27
2025-12-25,OBRA_87-8973,Concessionária/Rodovia,Binder,Caminhão Espargidor,2815,5.0,261089.78,263516.48,351.88
2025-12-13,OBRA_59-2240,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,8466,3.5,436759.12,420305.89,740.77
2026-01-04,OBRA_76-4386,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,6222,3.5,313343.32,306216.04,544.42
2025-02-22,OBRA_78-1155,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,5130,3.0,318947.03,323022.89,384.75
2024-10-27,OBRA_16-6555,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,14102,3.5,708868.64,700288.73,1233.92
2024-11-28,OBRA_06-9622,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,6988,3.5,318776.73,308603.37,611.45
2025-08-11,OBRA_70-0835,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,5531,3.0,338444.57,334789.65,414.82
2025-07-22,OBRA_29-5587,Concessionária/Rodovia,Binder,Caminhão Espargidor,5284,6.0,646059.76,617290.61,792.6
2025-07-03,OBRA_66-7506,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,13898,3.5,872736.27,847840.98,1216.07
2024-05-18,OBRA_13-2766,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,4106,5.0,374228.33,370455.83,513.25
2025-08-08,OBRA_63-7719,Concessionária/Rodovia,Binder,Rolo Compactador,4761,4.0,481548.76,473517.25,476.1
2024-08-13,OBRA_78-6198,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,2465,3.5,131362.1,135413.81,215.69
2024-12-02,OBRA_23-5421,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,8020,3.0,440458.9,452133.39,601.5
2025-03-19,OBRA_60-8895,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,11015,3.5,513457.66,609495.95,963.81
2025-10-31,OBRA_98-5400,Concessionária/Rodovia,Binder,Vibroacabadora,12265,6.0,1132249.26,1104184.61,1839.75
2024-09-12,OBRA_75-1652,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,4176,3.0,203634.54,206447.46,313.2
2024-05-19,OBRA_02-6485,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,12455,3.5,683722.5,942813.92,1089.81
2026-02-28,OBRA_85-0164,Concessionária/Rodovia,Binder,Vibroacabadora,13034,5.0,1158012.13,1193869.94,1629.25
2025-12-22,OBRA_00-5503,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,12394,3.5,706175.58,712197.67,1084.47
2025-12-06,OBRA_83-9819,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,2766,3.0,136746.0,143369.08,207.45
2024-05-17,OBRA_04-6317,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,8212,3.5,379716.07,364919.11,718.55
2024-09-22,OBRA_84-6427,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,6455,3.0,410690.08,398497.97,484.12
2025-08-29,OBRA_47-6492,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,7366,3.5,468229.61,475001.85,644.52
2024-08-25,OBRA_37-9180,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,13487,3.0,681173.44,657244.14,1011.52
2025-11-07,OBRA_21-7647,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,1265,3.0,70270.83,71998.57,94.88
2025-11-12,OBRA_46-8490,Concessionária/Rodovia,Binder,Fresadora,14892,4.0,1351052.17,1342270.11,1489.2
2025-11-28,OBRA_60-6727,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,3628,3.5,182058.2,224669.45,317.45
2025-11-23,OBRA_49-1438,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,12862,4.0,1414062.48,1433728.32,1286.2
2025-10-28,OBRA_33-8385,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,11898,3.0,582673.54,559951.65,892.35
2025-04-13,OBRA_77-0601,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,7552,3.0,444977.49,432025.33,566.4
2025-10-19,OBRA_36-1678,Concessionária/Rodovia,Binder,Fresadora,3969,4.0,456867.82,461774.27,396.9
2024-06-07,OBRA_29-4825,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,13582,3.5,630162.98,651180.35,1188.42
2025-01-11,OBRA_86-2107,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,9061,3.5,573044.02,571771.67,792.84
2025-02-23,OBRA_02-9160,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,6405,6.0,821898.37,831999.6,960.75
2025-11-12,OBRA_92-6902,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,8902,3.0,500386.04,648431.83,667.65
2025-11-29,OBRA_04-5449,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,12478,5.0,1253778.01,1244893.41,1559.75
2025-07-17,OBRA_87-5577,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,6227,5.0,529752.35,509625.5,778.38
2026-03-14,OBRA_10-0524,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,6852,3.0,392588.09,402043.82,513.9
2024-04-03,OBRA_08-1886,Concessionária/Rodovia,Binder,Caminhão Espargidor,1860,4.0,236772.32,226561.85,186.0
2026-03-17,OBRA_38-5117,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,14592,6.0,1592730.34,2078326.58,2188.8
2025-06-22,OBRA_12-7241,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,13699,3.5,813782.24,806415.45,1198.66
2025-02-11,OBRA_41-2432,Concessionária/Rodovia,Binder,Vibroacabadora,3383,6.0,371197.0,362438.03,507.45
2025-04-20,OBRA_04-7342,Concessionária/Rodovia,Binder,Fresadora,14345,6.0,1470376.19,1771441.79,2151.75
2026-03-13,OBRA_48-2660,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,2078,3.5,132758.75,137348.2,181.82
2025-02-01,OBRA_64-0083,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,7363,5.0,702877.6,708195.63,920.38
2026-02-20,OBRA_76-8207,Concessionária/Rodovia,Binder,Vibroacabadora,2944,4.0,362018.99,347942.56,294.4
2025-12-05,OBRA_78-4685,Concessionária/Rodovia,Binder,Fresadora,11648,6.0,1410684.74,1463755.19,1747.2
2026-02-27,OBRA_17-4373,Concessionária/Rodovia,Binder,Rolo Compactador,14702,4.0,1694336.22,1647113.99,1470.2
2025-11-06,OBRA_68-5342,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,11801,6.0,1094145.59,1057982.75,1770.15
2025-11-12,OBRA_56-2915,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,11874,4.0,1412002.9,1357345.73,1187.4
2025-11-01,OBRA_77-7694,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,4749,4.0,491887.96,497437.43,474.9
2025-10-23,OBRA_28-7170,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,10234,4.0,1276569.71,1253743.39,1023.4
2024-04-16,OBRA_29-7147,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,10411,3.0,652020.8,635517.23,780.82
2025-07-20,OBRA_18-6212,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,10890,3.0,599515.74,574836.88,816.75
2025-07-08,OBRA_70-1816,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,4536,6.0,394570.23,377701.23,680.4
2025-04-12,OBRA_73-4905,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,13977,3.5,890733.35,870796.36,1222.99
2025-11-29,OBRA_42-9372,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,2304,5.0,277628.04,264015.53,288.0
2024-12-31,OBRA_07-3335,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,1262,3.5,67185.48,67984.01,110.42
2025-06-22,OBRA_33-9080,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,9552,3.5,612870.94,603104.54,835.8
2025-01-05,OBRA_27-9322,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,4525,4.0,513196.82,526494.89,452.5
2024-04-29,OBRA_72-6341,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,7355,4.0,742877.23,727481.53,735.5
2024-11-12,OBRA_65-1676,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,8354,3.0,401288.9,392163.08,626.55
2026-02-24,OBRA_78-9573,Concessionária/Rodovia,Binder,Fresadora,5531,4.0,712946.99,680569.97,553.1
2025-11-19,OBRA_81-6713,Concessionária/Rodovia,Binder,Caminhão Espargidor,2973,5.0,376200.74,367582.03,371.62
2024-12-19,OBRA_77-8500,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,13133,3.5,827653.68,1091088.16,1149.14
2024-11-06,OBRA_77-1232,Concessionária/Rodovia,Binder,Rolo Compactador,7729,6.0,806005.69,766644.04,1159.35
2024-12-05,OBRA_18-1717,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,12936,3.0,762694.38,786352.91,970.2
2025-01-24,OBRA_02-4730,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,1025,3.5,61570.84,59459.0,89.69
2025-05-27,OBRA_67-3501,Concessionária/Rodovia,Binder,Caminhão Espargidor,10328,4.0,1261568.63,1225467.65,1032.8
2024-11-06,OBRA_12-2713,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,1245,3.5,76153.24,73977.01,108.94
2025-01-25,OBRA_20-4521,Concessionária/Rodovia,Binder,Fresadora,1077,5.0,94484.14,96689.37,134.62
2024-10-23,OBRA_79-5618,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,10418,3.0,650919.77,637652.86,781.35
2025-06-20,OBRA_75-7160,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,11434,3.0,658166.08,672557.51,857.55
2025-07-08,OBRA_72-0295,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,10710,3.0,547237.16,561762.82,803.25
2025-05-28,OBRA_50-3546,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,7318,5.0,747727.81,751500.21,914.75
2024-03-22,OBRA_12-5764,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,13104,3.0,811778.7,805138.43,982.8
2025-02-05,OBRA_82-6390,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,7982,3.5,479836.89,481020.28,698.42
2024-08-15,OBRA_43-5494,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,14160,3.5,781722.74,777718.27,1239.0
2024-05-18,OBRA_01-1736,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,2430,3.5,121519.44,121324.81,212.62
2024-03-22,OBRA_42-5963,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,5430,3.5,289652.61,292381.8,475.12
2025-12-05,OBRA_65-1708,Concessionária/Rodovia,Binder,Vibroacabadora,3252,6.0,422090.98,418653.93,487.8
2024-09-04,OBRA_76-2331,Concessionária/Rodovia,Binder,Rolo Compactador,12058,6.0,1260315.46,1527932.76,1808.7
2025-04-09,OBRA_33-7483,Concessionária/Rodovia,Binder,Vibroacabadora,8618,6.0,872655.32,897951.66,1292.7
2025-10-18,OBRA_38-3469,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,8057,3.0,433360.21,447226.06,604.27
2025-12-14,OBRA_52-8374,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,12872,6.0,1270634.8,1323265.9,1930.8
2024-03-31,OBRA_39-3749,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,14677,3.5,758538.5,775388.3,1284.24
2025-06-02,OBRA_55-1016,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,4186,3.0,209066.92,243839.32,313.95
2025-03-07,OBRA_14-5425,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,4945,3.0,255144.57,259622.04,370.88
2024-11-07,OBRA_52-3355,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,14903,3.5,820866.66,819288.45,1304.01
2024-03-17,OBRA_82-7304,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,12091,3.5,612512.57,609573.61,1057.96
2025-01-15,OBRA_26-9003,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,14592,3.0,902217.2,922928.59,1094.4
2026-03-05,OBRA_07-3052,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,9661,5.0,1080519.51,1070517.98,1207.62
2024-08-30,OBRA_99-3068,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,8509,3.5,491044.33,631581.96,744.54
2025-03-10,OBRA_21-9619,Concessionária/Rodovia,Binder,Rolo Compactador,7388,6.0,735952.17,732628.42,1108.2
2025-12-01,OBRA_47-8365,Concessionária/Rodovia,Binder,Caminhão Espargidor,11993,5.0,1191245.5,1182501.21,1499.12
2026-03-14,OBRA_36-6217,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,3019,3.0,162545.99,168237.29,226.42
2026-01-10,OBRA_44-9998,Concessionária/Rodovia,Binder,Fresadora,5558,5.0,524230.36,525887.71,694.75
2025-09-17,OBRA_70-4856,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,14465,4.0,1792293.83,1735295.24,1446.5
2025-02-23,OBRA_22-1518,Concessionária/Rodovia,Binder,Fresadora,4263,4.0,459561.86,465518.62,426.3
2025-07-18,OBRA_47-1628,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,2316,3.0,145598.33,152128.71,173.7
2025-04-08,OBRA_94-8952,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,13302,3.5,756403.19,749411.64,1163.92
2026-01-28,OBRA_67-6962,Concessionária/Rodovia,Binder,Fresadora,4241,6.0,487984.29,471196.81,636.15
2025-10-06,OBRA_55-8861,Concessionária/Rodovia,Binder,Vibroacabadora,8415,5.0,782512.13,794439.09,1051.88
2026-02-14,OBRA_66-3866,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,4277,4.0,524012.2,511785.15,427.7
2024-12-10,OBRA_84-2999,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,2784,3.0,140626.82,143303.38,208.8
2024-05-12,OBRA_86-1241,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,3225,5.0,316545.67,325221.92,403.12
2026-02-25,OBRA_77-5189,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,7436,3.5,416096.48,421360.75,650.65
2025-09-13,OBRA_32-9284,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,6796,5.0,722506.17,705513.49,849.5
2025-07-07,OBRA_37-0097,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,3145,3.5,198914.68,199276.51,275.19
2025-01-11,OBRA_57-5529,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,3496,4.0,452672.28,444293.31,349.6
2025-07-25,OBRA_75-8187,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,5384,3.5,287668.2,295170.44,471.1
2025-02-14,OBRA_25-1503,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,11375,3.0,590495.69,584480.25,853.12
2024-12-16,OBRA_92-9454,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,4348,6.0,369581.23,382290.27,652.2
2026-01-10,OBRA_35-7948,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,8831,3.0,526071.2,509106.29,662.32
2025-09-23,OBRA_93-9911,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,8127,6.0,813531.29,1114625.34,1219.05
2025-07-05,OBRA_94-8033,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,5273,3.5,306742.01,302293.03,461.39
2025-04-28,OBRA_36-6733,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,1553,3.5,82737.08,85915.67,135.89
2025-09-06,OBRA_25-3773,Concessionária/Rodovia,Binder,Fresadora,7716,4.0,900258.18,891231.65,771.6
2024-07-12,OBRA_40-0952,Concessionária/Rodovia,Binder,Fresadora,9372,6.0,926942.05,907870.19,1405.8
2025-10-16,OBRA_65-2224,Concessionária/Rodovia,Binder,Fresadora,4555,5.0,502082.87,483625.23,569.38
2024-11-23,OBRA_03-2933,Concessionária/Rodovia,Binder,Vibroacabadora,4994,6.0,570821.16,585373.44,749.1
2024-10-23,OBRA_54-3373,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,12656,3.0,778606.64,807245.12,949.2
2025-12-27,OBRA_70-7831,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,7939,3.0,405526.53,556062.61,595.42
2024-12-12,OBRA_97-8542,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,4608,3.0,237622.23,240723.08,345.6
2025-01-28,OBRA_14-0813,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,13443,3.5,694933.87,661520.6,1176.26
2025-10-10,OBRA_44-3455,Concessionária/Rodovia,Binder,Vibroacabadora,1747,5.0,218104.97,221188.46,218.38
2024-05-27,OBRA_11-0467,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,4948,5.0,562418.14,755553.95,618.5
2025-08-24,OBRA_48-4451,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,5374,3.0,249087.17,241958.13,403.05
2024-07-19,OBRA_54-7485,Concessionária/Rodovia,Binder,Fresadora,3891,5.0,331441.07,333142.52,486.38
2024-11-17,OBRA_57-5652,Concessionária/Rodovia,Binder,Vibroacabadora,6067,6.0,626935.7,603964.78,910.05
2024-05-31,OBRA_18-7108,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,4418,3.0,280480.57,372285.53,331.35
2026-02-22,OBRA_95-1687,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,4468,3.5,209318.83,212237.76,390.95
2024-05-05,OBRA_13-5618,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,14454,3.5,673739.26,802482.93,1264.72
2025-02-11,OBRA_03-3200,Concessionária/Rodovia,Binder,Fresadora,6247,5.0,752097.2,751935.9,780.88
2025-10-19,OBRA_40-8642,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,10477,3.0,660623.5,666735.74,785.77
2024-11-12,OBRA_84-6075,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,11249,5.0,1057396.57,1047073.61,1406.12
2024-05-03,OBRA_66-7403,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,9089,3.0,483211.02,637242.65,681.67
2025-11-06,OBRA_99-6555,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,5688,3.5,364603.27,376081.81,497.7
2024-06-13,OBRA_38-0513,Concessionária/Rodovia,Binder,Fresadora,4692,6.0,454744.0,468037.64,703.8
2024-07-28,OBRA_11-3955,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,5876,3.0,332382.74,343838.67,440.7
2025-02-12,OBRA_43-2968,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,6393,5.0,820576.97,812227.51,799.12
2025-06-10,OBRA_37-1846,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,2390,4.0,297021.24,283828.92,239.0
2024-07-07,OBRA_67-7561,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,7912,3.0,385972.21,384459.94,593.4
2025-01-20,OBRA_12-8701,Concessionária/Rodovia,Binder,Caminhão Espargidor,2994,6.0,382653.49,385576.41,449.1
2025-08-28,OBRA_06-6863,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,4623,4.0,438561.23,421882.61,462.3
2025-10-30,OBRA_35-6504,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,12795,3.5,608187.65,609651.24,1119.56
2025-10-05,OBRA_48-5965,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,4735,5.0,447653.11,435224.1,591.88
2025-06-25,OBRA_00-1486,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,9963,5.0,1152527.07,1141888.38,1245.38
2026-02-21,OBRA_40-4081,Concessionária/Rodovia,Binder,Vibroacabadora,8968,6.0,904380.26,860569.44,1345.2
2026-01-14,OBRA_29-8676,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,3033,3.5,136866.92,136700.62,265.39
2025-04-28,OBRA_77-9050,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,10231,3.5,664971.88,686872.05,895.21
2024-08-04,OBRA_58-4060,Loteamento/Prefeitura,Lama Asfáltica,Fresadora,1325,3.0,65142.85,62503.87,99.38
2025-04-20,OBRA_79-3751,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,2188,3.5,112738.51,114042.97,191.45
2025-10-27,OBRA_05-1665,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,13295,3.0,707068.48,693221.34,997.12
2024-11-28,OBRA_19-8186,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,9626,3.5,537515.97,707522.84,842.27
2025-08-25,OBRA_90-1445,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,8068,3.5,415133.24,401615.02,705.95
2026-02-13,OBRA_89-6998,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,11932,3.5,736714.05,734554.4,1044.05
2025-03-27,OBRA_52-5275,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,13783,3.5,648260.63,672674.28,1206.01
2025-01-26,OBRA_77-3486,Concessionária/Rodovia,Binder,Vibroacabadora,12763,4.0,1437045.93,1502219.33,1276.3
2025-07-26,OBRA_76-7021,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,3873,3.0,188602.11,249893.68,290.47
2024-05-29,OBRA_86-4503,Loteamento/Prefeitura,CBUQ Faixa C,Caminhão Espargidor,8389,3.0,411992.82,411234.5,629.17
2025-03-21,OBRA_10-6894,Loteamento/Prefeitura,CBUQ Faixa C,Fresadora,10502,3.0,657965.38,678362.14,787.65
2024-09-06,OBRA_28-6516,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,14310,3.0,928996.76,909457.8,1073.25
2025-06-17,OBRA_17-8250,Loteamento/Prefeitura,CBUQ Faixa C,Vibroacabadora,6359,3.0,382807.1,369996.74,476.92
2024-08-08,OBRA_24-0555,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,11136,3.0,684505.54,717273.37,835.2
2025-12-14,OBRA_50-0235,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,11963,3.5,544719.66,519546.83,1046.76
2025-03-13,OBRA_66-3937,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,7193,5.0,692893.07,943172.27,899.12
2025-01-16,OBRA_95-3574,Concessionária/Rodovia,Binder,Rolo Compactador,7565,6.0,714569.11,689941.87,1134.75
2026-02-03,OBRA_54-1474,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,2589,3.5,128142.54,131710.76,226.54
2025-11-24,OBRA_86-7160,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,10213,5.0,1047920.55,1080572.73,1276.62
2025-12-20,OBRA_66-5796,Concessionária/Rodovia,Binder,Rolo Compactador,6598,6.0,561951.14,534167.13,989.7
2025-04-25,OBRA_01-0296,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,13883,3.5,715242.04,747446.7,1214.76
2025-10-16,OBRA_99-2595,Loteamento/Prefeitura,Lama Asfáltica,Vibroacabadora,13337,3.5,859749.31,829870.99,1166.99
2025-09-01,OBRA_13-7616,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,14534,3.5,779004.44,968434.25,1271.72
2024-11-03,OBRA_06-0886,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,8685,6.0,865646.76,891550.32,1302.75
2025-04-21,OBRA_00-7930,Concessionária/Rodovia,Binder,Rolo Compactador,14483,5.0,1494202.67,1512089.0,1810.38
2024-09-16,OBRA_30-8609,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,7120,4.0,860011.21,823587.49,712.0
2025-09-15,OBRA_44-7214,Concessionária/Rodovia,CBUQ Faixa B,Rolo Compactador,12861,6.0,1327269.9,1307234.18,1929.15
2025-03-15,OBRA_12-3196,Concessionária/Rodovia,CBUQ Faixa B,Vibroacabadora,11010,6.0,1015597.77,1047915.73,1651.5
2025-09-05,OBRA_38-2746,Loteamento/Prefeitura,Lama Asfáltica,Rolo Compactador,2892,3.0,182690.4,185936.68,216.9
2025-04-29,OBRA_00-8292,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,9020,3.0,441971.69,429860.94,676.5
2024-10-30,OBRA_97-4401,Loteamento/Prefeitura,Lama Asfáltica,Caminhão Espargidor,4035,3.5,211061.09,208127.05,353.06
2024-11-29,OBRA_88-2342,Loteamento/Prefeitura,CBUQ Faixa C,Rolo Compactador,1438,3.0,78639.55,90788.65,107.85
2025-07-11,OBRA_75-5475,Concessionária/Rodovia,CBUQ Faixa B,Fresadora,2524,6.0,322956.0,324006.0,378.6
2024-11-27,OBRA_47-5999,Concessionária/Rodovia,CBUQ Faixa B,Caminhão Espargidor,8112,5.0,698742.69,726204.67,1014.0
